,id,tweet,classification,tweet_
218,790360997194190848,"Siempre me han dicho que la relación que tengo con mi papá es muy bonita, es por que siempre solo nos hemos tenido el uno al otro",2,siempre dicho relación papá mucho bonito por siempre solo
219,783736079924940800,Si te doy sincero Quisiera salir de mi casa ! En búsqueda de la felicidad ! Y me refiero a buscarte ! Aunque no sepa do de estés,2,si dar sincero querer salir casa búsquedo felicidad referir buscartir aunque no sepa do
220,798932693706821636,@yanac0895 recordando los viejos tiempos,1,recordar viejo tiempo
221,809940935274627077,Que lindo día el de hoy,2,lindo día hoy
222,816123575358865408,Los veo muy felices???? Ya sepesaron? #LaVidaEsCruel,1,ver mucho feliz
223,816107884698341376,y pues bueno seguiremos mirando pelis de terror,1,pues bueno seguir mirar peli terror
224,812647693495345152,#90FelizNavidad Saludos para todos en especial para mi familia,1,saludo especial familia
225,813847154976387072,@ximealomia @RPPNoticias @Radio_Oxigeno la que acabo de poner es peor,0,acabar poner peor
226,814940799897051138,"Somos los únicos webones que siguen trabajando, ya todos se fueron",0,único seguir trabajar
227,810167180348289024,te seguiría por twitter pero ya sería demasiado obvio mejor así queda,1,seguir por twitter pero demasiado obvio mejor así quedar
228,812494768378937345,@lasabesaba una gran oportunidad para que disfrutemos (con @NaomiZamudio97 ) de su trabajo...,1,gran oportunidad disfrutemos trabajo
229,815756363263524864,3 chifas el primero de enero del 2017 bye al cuerpo de 25 años,1,chica primero enero bye cuerpo año
230,812820649563525120,Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.,1,bueno próximo año desaparecer siempre
231,815311182450065408,"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…",1,ritmo restaurant si venir no olvidser visitar él plaza
232,808826538099638273,"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo",0,no poder quedar dormido ni ratito mamá anémico nuevo
233,813482346913656833,"No quiero saber cómo quedaremos en la copa libertadores #futbol a prepararse bien, la plata no llega sola",1,no querer saber cómo quedar copa libertador preparar él bien plata no llegar solo
234,812105048037658624,"estoy viendo The Princess's Man, es uno de los pocos doramas que me ha dejado enganchada con la historia",2,ver the princesas man poco dorada dejado enganchado historia
235,798323606858137600,"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.",0,fallecer perro amigo pazu por recuerdo así no tires zapato
236,813876712668856320,Acabo de ver a Aldo en Plaza. Que churro es ese chico. Es lo único que voy a extrañar del trabajo,2,acabar ver aldo plaza churro chico único ir extrañar trabajo
237,812776963349815296,@DianaSanchez_04 igual Diana desearte una feliz navidad espero la pasé muy bien con la familia Dios te dé muchas bendiciones te amamos,1,igual diana deseartir feliz navidad esperar pasar mucho bien familia dios dar mucho bendición amar
238,809229647930150915,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",0,no pagar precio ab luego quejarme malo proyección bodrio siempre quedar elegir pantalla
239,802245188278190080,@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,0,literal irme asalto hacer mes repercutir sueldo quincena odio cm
240,780202348731916289,"Empezó el tercer y último turno que acaba mańana a las 7 am. El ambiente está más caliente que semanás atrás. Bueno, es la primavera!",1,empezar tercer último turno acabar mañana am ambiente caliente semana atrás bueno primavera
241,810339910557302784,"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",0,mico ir ne g palabras ig hacer dudar igual si seguir cat pero quedar allar mejor
242,765403081878204416,"Sean las cuentas de Mc reales o no, no lo veo bien si quieren una cuenta consigan el dinero y cómprenla con su esfuerzo, no por rts",0,cuenta mc real no no ver bien si querer contar conseguir dinero esfuerzo no por res
243,777514447724306433,Si la ven díganle que se Pudraa por que si la veo yo le voy a gritar lo que la enfada PUTAAAA jajaja buenos mundo días amanecí Feliz,2,si ver díganlar pudrir por si ver yo ir gritar enfado puta jajaja buen mundo día amanecer feliz
244,785998110287769600,@mangoypalta abrazo sororoso nos encontraremos,2,abrazo encontrarer
245,813399298729775105,"Desesperada estoy, trabajaré en cualquier cosa",0,desesperado trabajar cualquiera cosa
246,812136526868074496,@zinoscrew por que piscis al ultimo porq,0,por piscis ultimo porq
247,814286657528754178,"Ya déjalo, ya está muerto :v @AlanGarciaPeru @DiarioDeCurwen",1,déjalir muerto v
248,814874196308324353,@_josejones anturio! En el mercado de flores de Barranco,1,mercado flor barranco
249,815203761501114369,Y bueno las cosas llegan cuando no las dices..... recierto,1,bueno cosa llegar no decir
250,817766937555939328,Me sancocho csm si las van tendrían ventana todo seria mejor,0,cm si ir ventana serio mejor
251,812160262761394177,El bolso que le he comprado está hermosooo! Me lo quiero quedar,2,bolso comprado hermoso querer quedar
252,813248768300740608,"se acaba el 2016 y con él, el internet gratis de movistar 4G",0,acabar él internet gratis g
253,764608480284143617,Todo estaba bien hasta que me desilusionaron .....................me siento herida .......................que dolor ...... .....,0,bien hasta sentir herido ue dolor
254,808852596752547840,@Laugamer721 Buenos Vídeos.Se que llegadas a los 1.000.000 de SUBS. Sigue haci y cuídate :v,2,buen vídeo llegado sub seguir haci cuídatar v
255,814540005897080832,"@JulianZucchi FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho",1,feliz cumpleaños julian z dios bendiga muchísimo fuerte abrazo hacho
256,809165130286014464,"@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera",2,ahora si querer llorar terminar ahora u no tercero carrera
257,812096891311661057,"Lo más probable es que le hable borracha en año nuevo, aprovechando que también es su cumpleaños. Ay",1,probable hablar borracha año nuevo aprovechar cumpleaños ay
258,800846240468660224,@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable,2,mismo hecho logrado montón valoras esfuerzo bien envidiable
259,810844450947731456,"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular",0,tipo remplazo dejar área lleno problema encima llamar apagar celular
260,812121652481945604,"Me dijiste que cuando te necesite ibas a estar ahí, que cuando esté triste tmb, en mis peores momentos, donde estás?",0,decir necesitar ibar ahí triste tamb peor momento
261,803971670499266561,"@primerafuente1 q increíble, esas historias!!!siempre recibir los favores y sobre de un mismo lugar no? Dar el rhe a un único instituto.",2,increíble recibir favor mismo lugar no dar único instituto
262,804421712007659520,"@Smilue TE AMOOOOOO CSM A LA FI,y la verdad que eres la única que soporto de las amigas de tú sabes quien jeje",2,amar cm fi verdad único soporto amigo tú saber jeje
263,801477715815727104,"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",0,dolor poder tener mucho definición pero dolor madre por repentino partida hijo dolor irreparable
264,798293798338097152,@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.,1,mucho bueno alguien hablar tema mucho no hablar debido tema considerado tabú
265,800133387826692096,Le digo a mi gordo que pensaba irme de rumba y que me cancelaron a última hora. Y me dice que tomará un taxi lo amo!,2,decir gordo pensar ir yo rumba cancelar último hora decir tomar taxi amar
266,804349512269570049,1 de diciembre y la gente tiene una sonrisa en la cara no se si es por el estrés del mes pero igual tienen una sonrisa. #felizdía,1,diciembre gente sonrisa cara no si por estrés mes pero igual sonrisa
267,761807541554716672,Hoy me vi con mi amigo y me dijo que le seguia gustando y con mi mirada el ya sabia q había caído en la friendzone HAHAHAHA sody,1,hoy ver amigo decir seguia gustar mirada sabio caído
268,788424991159095296,Siempre recordando buenos momentos #JSG,1,siempre recordar buen momento
269,812167244771971072,Fue un buen momento en familia,2,buen momento familia
270,810161693254938625,Hoy es el último taller de año,1,hoy último taller año
271,815032287117058048,@chicoretraido Hay dos. Y el pròximo año megaplaza,1,dos próximo año
272,815187711627694080,"Por quedarme dormida, me perdí el feeling del momento",0,por quedar yo dormido perdí felino momento
273,812775263469703168,De mi balcón veo pasar pavos horneados y jóvenes horneándose,1,balcón ver pasar pavo horneado joven
274,815353683932221440,"Estoy seguro de que todo va a salir bien, suerte viejita",2,seguro ir salir bien suerte viejitar
275,813939483020328961,"@DraMonicaAF noooo, para nada, bueno fuera En serio? Cuanto le quieren cobrar?",1,no nada bueno serio cuanto querer cobrar
276,813094151298420736,"Y de pronto todo dejo de importarme, y sí, así estuve viviendo feliz",1,pronto dejar importar yo así vivir feliz
277,813765583951069185,me llevo bien con los ex de @_adrianaquevedo jaja hasta jugamos pichangas @CombinadoPTV #yosupereamiex,1,llevar bien ex jaja hasta jugar
278,812573349033480192,La ex de mi hno es una hereje y comparte el meme profano de @jitanjafora_,0,ex no hereje compartir meme profano
279,811988894115889152,"@barbaycanas es que ya no era necesario llamar ,ya sabiamos lo que espera ,la proxima sera",1,no necesario llamar sab espera proximo sera
280,812006438155468800,El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,1,verano pasado ligeramente gordito ropa comprar no quedar igual
281,813565467692593152,y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,2,video campaña año jugar mucho bueno pero no
282,811081871857713152,"@SoyUnaPolylla mmm. Es guapo, pero me quedo con el otro chibolo porque tiene cara de pastrulo (y es pastrulo).",2,mmm guapo pero quedar cara
283,798372539915534337,"@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda",2,tal mama madre vez ver cansado preparar caliente igual lindo
284,797631352573194240,"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?",1,amiguito yo siempre mismo forma bastante cariñoso no ni querer contigo
285,808842829657149440,"@ppkamigo Mis Felicitaciones para Usted Señor Presidente. Su mensaje fue muy bueno, firme y directo. Mi familia y yo le mandamos saludos!",2,felicitación usted señor presidente mensaje mucho bueno firme directo familia yo mandamos saludo
286,794705961726386176,"@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente.",2,gracias por por cariño brinda seguidor por ser buen por ser simplemente
287,810843255717896193,"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba",2,vaquero cody caballo imprimir ise recortar él pero no negar feliz alcanzar
288,809807203288940548,"Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici",2,fin inaugurar nuevo estacionamiento parque kennedy gratis hasta fin año ir probar él bici
289,775020687392141313,"+Saliste ayer? -No, me quedé en casa. +Qué aburrido te has vuelto! -Eso no dices cuando llega la quincena y no tienes ni para el pasaje.",1,saliste ayer no quedar casa aburrido vuelto no decir llegar quincena no ni pasaje
290,799401064210501632,Bueno hoy fui a almorzar a Nanay con otras 3 dras xq la capacitación mal organizada no nos dió almuerzo y encima nos mandan a comer 2pm,0,bueno hoy almorzar nana día por capacitación mal organizado no deír almuerzo encima mandar comer pm
291,769545027802587136,"Este ciclo en la u, inventare un horario que los sábados tenga clase de 8 am a 10:30 así llegar 11 al todos los sábados al trabajo #chan",1,ciclo u inventar horario sábado clase am así llegar sábado trabajar
292,801899482195447809,@AlvaroQGonz pero es verdah pe!,1,pero verdad pe
293,811673411521048576,@YurikitoKSP lo haz asustado al pobre,0,haz asustado pobre
294,812805061986418688,@elhigadodmarita Feliz Navidad Marita... Un fuerte abrazo,1,feliz navidad marica fuerte abrazo
295,816999997220802560,Sacaron Gilda de cartelera Odio la cartelera peruana.,0,sacar gilda cartelera odio cartelero peruano
296,813803496256446464,"Año nuevo ? Si? En mi cama, durmiendo .",1,año nuevo si cama dormir
297,814717434737360896,"No puedo dormir, lo malo de dormir Por la tarde",0,no poder dormir malo dormir por tarde
298,816098213807685634,Quiero comer algo rico pero no hay con quien salir #foreveralone,1,querer comer rico pero no salir
299,814692436744294400,@camilacabello97 siempre junto a ti espero verte en peru denuevo como solista,2,siempre junto esperar ver tú pero denuevo solista
300,811045503601438720,"@skparedes @SheyJacobo y eso que es el primer dia , mañana con fe",1,primero dia mañana fir
301,810150430135226372,"La única gran verdad, es que no terminas de conocer a las personas. #BuenDiaATodos",1,único gran verdad no terminar conocer persona
302,810970607743549441,"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",1,ay dios pecado pero bikini re lindo necesitar bronceador
303,813963178975428608,"Amigos la depilación con hilo DUELE COMO MIERDA, soy demasiado marica para esas cosas de mujeres",0,amigo depilación hilo doler mierdar demasiado marico cosa mujer
304,810519121238466560,Todos terminan aceptando que los mejores técnicos estuvieron del 2006 a 2011 la nueva ministra lo confirma,1,terminar aceptar mejor técnico nuevo ministra confirmar
305,812477113253109761,"Yo quería para navidad la jodida mascara de Buckethead, pero todos piensan que es un regalo de mrd",1,yo querer navidad jodido mascara pero pensar regalo mr
306,809757107373436932,Despierta desde las 7 habiendo dormido a las 4 masomenos y esta vez Sofi no fue la responsable jajajaja,1,despertar dormido vez sofá no responsable jajar
307,810918836580982784,Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen,2,encantar noche ir único malo no poder salir amigo salir
308,812936785072361472,Ahora adelante va ser diferente y a mi modo ..voy ser muy fria ..hasta q te duela ..y te daras cuenta,1,ahora adelante ir ser diferente modo ir ser mucho frio hasta duelar dara contar
309,803331684775194625,"@CristhianRS ¿? ¿Cuál tema? ¿Cuál manejo? ¿Por qué malísimo? Bueno, si así descalificas a El País, mejor ni discuto contigo. Bs tardes",0,cuál tema cuál manejo por malísimo bueno si así descalificar país mejor ni discutir contigo tarde
310,810797881808613376,"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe",0,arreglar listo no saber señor gente detrás pantalla camilar paso yo tenia fe
311,807241334839005189,"Estoy con todos los sentimientos, odio las despedidas y hoy estaré muy emocional. Con fe mi último día aquí y nuevos retos por venir",1,sentimiento odio despedido hoy mucho emocional fe último día aquí nuevo reto por venir
312,809813502730924032,Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo,1,bonito madrugada terminar mamito regina abracir bus yo teniar mucho miedo
313,795866591925825536,"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda",2,feliz por salvado por público salvado por jurado cantar dos bien pero ver solista aime
314,788847130324586496,@FireDrgShiRoN De nada por haber ayudado y de paso decir la verdad  Eres la/el mejor No se si eres mujer o hombre Sorry por eso ;_;,1,nada por haber ayudar paso decir verdad leal mejor no si mujer hombre sorry por _
315,769215099664039936,Ojala mi princesa no se ponga triste porq no fue su abuela elvira el dia de los abuelos solo su papito chus ella queria q vayan los dos,0,ojala princesa no poner triste porq no abuela elvirar dia abuelos solo papito chu él queria ir dos
316,808901128935063555,Pero fue bueno improvisadamente bueno.,2,pero bueno bueno
317,812462214636445696,Que bonita tarde noche de regalos,2,bonito tarde noche regalo
318,815182704023048192,"El último día de trabajo, al fin",2,último día trabajar fin
319,812696765413593088,Es casi medio día y ya tengo todo,1,casi medio día
320,809978778323558400,No debería estresarme. No es bueno en mis condiciones,1,no deber estresar yo no bueno condición
321,812390022431309826,Como regalo de Navidad solo quiero el flotador de unicornio,1,regalo navidad solo querer flotador unicornio
322,815318289010266112,Después de algunos años pasaré el año nuevo con mis papás,1,después año pasar año nuevo papás
323,813891191347544064,Feo es estar enfermo con gripe a esta alta temperatura de tarapoto,0,feo enfermo gripe alto temperatura
324,813031761659699200,El 25 de diciembre es para ver películas navideñas y especiales de navidad,1,diciembre ver película navideño especial navidad
325,812320704507035648,"@chifaentiffanys Fue tu cumpleaños ayer? Ni te había visto activo, jeje. Feliz cumple atrasado",1,tu cumpleaños ayer ni ver activo jeje feliz cumplir atrasado
326,800918474033762304,Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,0,ojalá capital caliente decir quejar clima caluroso
327,815047248010678272,@JaquelinR5_ @rylandlynch jajaj ojala y conteste el pendejo andará con una resaca pero de las buenas,1,jaja ojala conteste pendejo andar resaca pero buena
328,808873050200506369,"@abdielsmusic #TeamAbdiel #barbies no hay mejor cover que este, en realidad todo es hermoso con tu voz",2,no mejor cover realidad hermoso tu voz
329,811880425773793280,@FolagoR no la estoy pasando bien... Tus vídeos me harán sentir mejor.... Trata de hacer más fail please,1,no pasar bien vídeo hacer sentir mejor tratar hacer fail please
330,813534311882387456,@degadiana_ @ErickBrianColon pero no entiendo porque no tiene sonido igual espero que te haya gustado Yo tambien lo amo,1,pero no entender no sonido igual esperar gustado yo tambien amar
331,809482993295355906,"@dane_ng A Ud. parece que sí, porque la educación que TODO MUNDO recibe por lo visto le choca de sobremanera.",0,ud parecer educación mundo recibir por visto chocar sobremanera
332,809237684421935104,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido",0,ir contestar él igual grosero estúpido pero luego recordar suponer yo racional aburrido
333,809778406309105664,"#RogueOne es la única película de Star Wars que no me ha provocado comprármela apenas terminó, pero igual quiero volverla a ver",1,único película star wars no provocado comprármela apenas terminar pero igual querer volver él ver
334,809124998833209346,"@JosettyHurtado he tenido una lesión en la parte baja de la espalda y no puedo hacer ejercisios,q alternativa tengo para bajar de peso",1,lesión parte bajo espalda no poder hacer ejercicio alternativo bajar peso
335,808688118304034817,"Me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo... pero lo he olvidado",1,contar historia raro significado uso anillo oro plata dedo pero olvidado
336,792496910280040448,"@maliux justo vi en Ig que lo tenías y te quería preguntar. Cuando lo hagas, espero el review! Y sí, yo tb tengo varios pendientes",1,justo ver ig querer preguntar hagar esperar yo tb varios pendiente
337,799326382362947585,"Uds locas por sun and moon me dieron ganas de jugar, pero hablan de stats y huevadas que ni idea. Yo feliz atrapando y combatiendo nomas",1,uds loco por sun and mon dar gana jugar pero hablar status huevada ni idea yo feliz atrapar combatir noma
338,775804907764920320,"@Sheo_series creo que si, ella no se acostumbra a la vida pobre de pablo, pero aqui va ser diferente ya q Maia no le importa los lujos",1,creer si él no acostumbrar vida pobre pablo pero aqui ir ser diferente maia no importar lujo
339,772489016352669701,Sabes que no tendrás un buen día cuando lo primero que haces en la mañana es tratar de cambiar un foco y este te cae en la cara,0,saber no buen día primero hacer mañana tratar cambiar foco caer cara
340,800354645642092544,Solo emociona la primera etapa,2,solo emocionar primero etapa
341,798738236352974848,@ContactoRioRoma @YouTube lo mismo opino contactito,1,mismo opinar
342,817738385754308612,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.",0,pero baby merecer
343,813495892439343104,@Cirribarren1924 @saravia_caro @rodobarriosayon No puedo ver esas mariconadas.,0,no poder ver mariconada
344,815253147471839232,Aún en mi #studio trabajando... soy el único creo,1,aún trabajar único creer
345,815213298589270016,@Madrebeagle jajajaja fui el primer fav de Odín con cotillón,1,jajar primero fav odín cotillón
346,812892699326025728,Cómo me desean feliz navidad si trabajo en 3 horas (?),0,cómo desear feliz navidad si trabajar hora
347,808860898957885441,y muchas veces extrañas a personas que tal vez no te extrañan,0,mucho vez extraño persona tal vez no extrañar
348,810608454243151872,@chifaentiffanys esas son las únicas zapatillas que traen en mi talla al país,1,único zapatilla traer talla país
349,815236344796454914,Haikyuu debería tener alrededor de 4400 capítulos para vivir feliz hasta los 95 años,1,haiku deber tener alrededor capítulo vivir feliz hasta año
350,809765454705266688,"@joshmanbc si conoces algún productor que quiera llevarse la obra, que se contacte con nosotros",1,si conocer alguno productor querer llevar él obra contacte yo
351,810512741257527296,Que pasada... Buen.. día seguir el camino.. dormir todo lo que se pueda ... Éxitos... !!,1,pasado buen día seguir camino dormir poder éxito
352,808554443847462912,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,0,querer hacer video momento junto pero recordir solo foto
353,812285163719847936,"No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala..",1,no rindas no dalar tu vida color siempre salir sol vez
354,811647323084308481,"@luisenrique3365 Jeje. El @TuiteroCrema se perfila para periodista deportivo, pero si la atina le tendré más respeto desde ya.",1,jeje perfilar periodista deportivo pero si atín respeto
355,807021459780444160,"@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.",0,serio ignora por convicción interés universidad dicho hasta cansancio
356,813599672455544832,"@doalcarcarmen de seguro pasearás por las vivas calles de New York cada noche! Bueno solo supongo Buenas noches Carmen, que descanses!",1,seguro pasarás por vivo calle new york cada noche bueno solo suponer buena noche carmen descanses
357,813932945224429568,"Lo peor es q las chicas piensan q es chiste, claro como no es chongo de ellas fresh, yo cargo con todo",0,peor chica pensar chiste claro no honguir él fresh yo cargar
358,811730133006491648,"El problema de las ofertas ahorita, esque no llegó al mínimo para regalarle a mi amigo secreto. Y siento que lo voa estafar",0,problema oferta ahorita esque no llegar mínimo regalar él amigo secreto sentir ir estafar
359,794746075928207360,"@tenyexrsgone A mi me jode bastante eso créeme, y mas aun que de acá ni del hotel salieran, no se porque siempre lo mismo",0,jodar bastante créeme mas aun acá ni hotel salir no siempre mismo
360,800477126189322240,"Estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs",2,mucho feliz por chica crecido industria mucho feliz amar corazón
361,758547377267445760,"Veo que nos extrañan...mi tío nos llamó, mi prima me dedica tuits y mi mamá me manda foto con caras tristes AH PERO CUANDO ESTO ALLÁ...",1,ver extrañar i tío llamar prima dedicar tuit mamá mandar foto cara triste ah pero allá
362,775944402522943488,Sin sueño pero tranquilo pues ya tomé la pastilla. Esta medicina me lo indicó la Dta para cada 8 horas. La siguuente será a las 8:30 am,1,sueño pero tranquilo pues tomar pastilla medicina indicar día cada hora siguente am
363,776770664678162432,#QueFeoTuConsejoOe no funciona tu huevada,0,no funcionar tu huevado
364,813945456363442176,@MrGaryGamingYT eres el putisimo amo v:,2,amar v
365,812551413679161344,Camino a casa solo fueron 3 chelas,1,camino casa solo chula
366,813529135905652736,@estoesguerra_tv esto es guerra es el mejor reality,2,guerra mejor reality
367,812132589179928576,@alvarezvigo12 jajaaja no es real jaja son canciones nomas,1,jajaja no real jaja canción noma
368,812787252887687168,extraño cantar todas las de @CNCOmusic con esta estupida @99Allison11,0,extraño cantar estupido
369,812805009238794240,@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,2,feliz navidad felino jaja saludo abrazo familia
370,813511076495183873,"@amnesico es decir, se estrenó en UVK pero nadie sistematizó taquilla... chamano",1,decir estrenar uva pero nadie taquillar chamaco
371,813188634182647808,Último día Isla Bonita y mis amigas están tristes por eso las extrañaré,0,último día isla bonito amiga triste por extrañare
372,813620984972537856,"Ya no puedo la broma de ""estoy embarazada"" por el día de los inocentes.",1,no poder broma embarazado por día inocente
373,810952973354315776,"@RicardoMoran no te gastes en responder de seguro tienes mejores cosas que hacer, besos pelado",1,no gastes responder seguro mejor cosa hacer beso pelado
374,813029330309640193,"@Lourdessipion osea yo no tuve feliz navidad, porque dormido desde las 11 hasta hace un ratito",0,osea yo no feliz navidad dormido hasta hacer ratito
375,811416011018747905,"Yo veía #VBQ por Dani y Pamela, normal que maten a mi otp. Siempre me pasa jajhshdga",1,yo ver por dani pamelar normal matar top siempre pasar
376,808659982736564224,"A pesar de nuestras limitaciones humanas, el Señor quiere obrar de maneras asombrosas a través de nuestras oraciones..",1,pesar limitación humano señor querer obrar manera asombroso través oración
377,801829637236162561,"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año",1,tratar ser positivo último mes no ir mal maldito año
378,810682059559669760,Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,2,duda ser semana largo mundo vez ser bello
379,809599893262266368,"@cinthiaszc jaja es por un día!!! Pero es el último día del ciclo, mil reuniones con mi área becas y demás.",0,jaja por día pero último día ciclo mil reunión área beca demá
380,785604948792750080,"Haces un update con tu pata de intercambio. Te pregunta, entre otras cosas, por tu vida amorosa. Suena ""brillas"" de León Larregui.",1,hacer tu pata intercambio preguntar cosa por tu vida amoroso sonar brilla león
381,811659807925141504,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo,0,it por mama mandar comprar leche mucho desgraciado jajar él cuarto piso abraham mateo
382,794967998012489728,"No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible",1,no ayer ni futuro determinar sino hacer aquí ahora posible
383,806599314810306560,"Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.",0,por navidad regalen agüita azahar cosa calma dejar enviar hacer leña twitter
384,796131914012889088,- Todo lo que quiero por navidad eres tú. - Enserio? - La verdad quiero un iPhone 7 Pero como eres gratis que se puede hacer,1,querer por navidad tú enserio verdad querer iphone pero gratis poder hacer
385,767891418849292288,"es el tercer día de clases, ya tengo 4 tns de tarea, no he instalado ningún software y acabo de despertar de una siesta de 7 horas",1,tercer día clases tarear no instalado ninguno software acabar despertar siesta hora
386,801101676618846208,Creo que soy muy rencorosa,0,creer mucho rencorós
387,802246022781169664,Que se junte de nuevo #vozveis,1,junte nuevo
388,814919192235405312,Aun en la oficina...que triste mi vida,0,aun oficina ue triste vida
389,813434677973422080,Cansada y con dolor de cuello perooooo contenta,1,cansado dolor cuello pero contentar
390,814585355391221760,Miraflores dime que dentro de ti hay buenos polos,1,dimar dentro buen polo
391,814202756034654209,@elhigadodmarita me agarran de buen humor por fin de año.,1,agarrar buen humor por fin año
392,814552975876194305,No me molestaría si me quieren regalar una camara polaroid ah,1,no molestar si querer regalar camara polaroid ah
393,813178141875249152,"@edwin una pena, en serio, aún no se saben las causas, verdad?",1,pena serio aún no saber causa verdad
394,808542167950118912,"Vanessa ¿donde estas? te extraño mucho, ya va ser navidad y necesito verte",0,vanessa extraño mucho ir ser navidad necesitar ver tú
395,813213663989530624,"@vivianarojasv feliz navidad Vivi, que lo hayas pasado bonito con todos tus seres queridos",2,feliz navidad vivi pasado bonito ser querido
396,809245582552403968,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr",0,empiezo sospechar no verdad quincenar nada
397,813207545275961344,@edwin jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!,1,jajar tecnología pila salir cara por menos ahorrastir regalo
398,811960095840075778,@chepibolaa ya no puedo tomar - cero alcohol- ayer estuve internada en la clínica como 6 horas.,1,no poder tomar cero alcohol ayer internado clínico hora
399,809408704835620864,"Eso de comerme todo solo por navidad y año nuevo es mentira, porque paro comiendo todo el año",1,comer yo solo por navidad año nuevo mentira paro comer año
400,808880460575232000,@DONOMAR eso sin duda alguna .. con esa voz melodiosa a que ser humano no le podría encantar.. #TE_QUIERO_SOLITA_PA_MI,2,dudar alguno voz melodiós ser humano no poder encantar
401,801766969276035074,"La profesora se pregunta qué pasa con la segurdad jurídica, y yo solo sigo pensando en qué culpa tuvo Fatmagul",1,profesora preguntar pasar seguridad jurídico yo solo seguir pensar culpa
402,809987779874721792,DEMASIADO buena la nota de @ELSEIJITAS - reviví mi niñez y adolescencia con esos comerciales y series en edición navideña #LaBatería,2,demasiado buen nota reviví niñez adolescencia comercial serie edición navideño
403,813073880818524160,Jamás pensé que el momento en que me tocara dar obsequios a quienes amo sería tan gratificante. Sus sonrisas lo valieron todo,2,jamás pensar momento tocar dar obsequio amar gratificante sonrisa valer
